Zip,State
13090,NY
41006,KY
38849,MS
14463,NY
10973,NY
19105,PA
35582,AL
72358,AR
62948,IL
64862,MO
62689,IL
92837,CA
71612,AR
11954,NY
42076,KY
22711,VA
15942,PA
18825,PA
6858,CT
56458,MN
23423,VA
11234,NY
77568,TX
14033,NY
36525,AL
18056,PA
38859,MS
63824,MO
99683,AK
40319,KY
48890,MI
37826,TN
64870,MO
43037,OH
94804,CA
16511,PA
78566,TX
99749,AK
34430,FL
41083,KY
89049,NV
95613,CA
42503,KY
26419,WV
49876,MI
49664,MI
31141,GA
6601,CT
60164,IL
25002,WV
73716,OK
63563,MO
35136,AL
11002,NY
2573,MA
12041,NY
60172,IL
74650,OK
94115,CA
54625,WI
60445,IL
13088,NY
60415,IL
93388,CA
58125,ND
61745,IL
52557,IA
5863,VT
62928,IL
47265,IN
60963,IL
20266,DC
49301,MI
23422,VA
31769,GA
81332,CO
32821,FL
95065,CA
62611,IL
23090,VA
17089,PA
55407,MN
96109,CA
76468,TX
54488,WI
48876,MI
94970,CA
21250,MD
79512,TX
63457,MO
44427,OH
49821,MI
56334,MN
42045,KY
39304,MS
6787,CT
6454,CT
60490,IL
35634,AL
16326,PA
16805,PA
64790,MO
85732,AZ
97620,OR
59864,MT
6339,CT
13438,NY
35609,AL
8084,NJ
61562,IL
79024,TX
10312,NY
38632,MS
94659,CA
2056,MA
18972,PA
50588,IA
13139,NY
48502,MI
25836,WV
91423,CA
31333,GA
65672,MO
45040,OH
90251,CA
55044,MN
21403,MD
33063,FL
32868,FL
56089,MN
33904,FL
14580,NY
49878,MI
65580,MO
28554,NC
92803,CA
29071,SC
27572,NC
58335,ND
89430,NV
12244,NY
65211,MO
37421,TN
5702,VT
38222,TN
40057,KY
99158,WA
45875,OH
21146,MD
32514,FL
28770,NC
62367,IL
62832,IL
27703,NC
90242,CA
80123,CO
54422,WI
48306,MI
22931,VA
20791,MD
55307,MN
52590,IA
22040,VA
27344,NC
49468,MI
17608,PA
39746,MS
65604,MO
19545,PA
80833,CO
35748,AL
37374,TN
15062,PA
2536,MA
96815,HI
5640,VT
97378,OR
43766,OH
30736,GA
61007,IL
78749,TX
99633,AK
70894,LA
84784,UT
61327,IL
53956,WI
44509,OH
47129,IN
72851,AR
7003,NJ
90025,CA
47922,IN
83712,ID
20522,DC
47331,IN
37248,TN
95621,CA
15712,PA
49018,MI
98576,WA
1080,MA
30424,GA
71428,LA
38874,MS
14202,NY
63014,MO
10981,NY
79322,TX
33550,FL
1835,MA
52591,IA
67649,KS
40003,KY
11788,NY
98857,WA
93611,CA
32352,FL
48651,MI
13627,NY
12847,NY
36570,AL
61329,IL
39062,MS
33946,FL
84633,UT
21225,MD
22664,VA
6091,CT
27205,NC
30289,GA
46936,IN
85930,AZ
21835,MD
93744,CA
30349,GA
56563,MN
6426,CT
62642,IL
38066,TN
71425,LA
62685,IL
6404,CT
36321,AL
56115,MN
75564,TX
55705,MN
65689,MO
25143,WV
92127,CA
33950,FL
53105,WI
99695,AK
32170,FL
66961,KS
62274,IL
19107,PA
79016,TX
47834,IN
13901,NY
12563,NY
73173,OK
77208,TX
62293,IL
55904,MN
40740,KY
84074,UT
6383,CT
89048,NV
56721,MN
15846,PA
90707,CA
34137,FL
12022,NY
68664,NE
4924,ME
5101,VT
86556,AZ
16312,PA
13341,NY
63379,MO
55596,MN
95537,CA
63146,MO
62932,IL
96773,HI
13745,NY
79748,TX
82832,WY
63742,MO
4274,ME
55458,MN
60452,IL
95222,CA
44113,OH
79094,TX
90278,CA
10460,NY
32531,FL
51343,IA
88414,NM
2721,MA
52639,IA
17851,PA
64645,MO
68176,NE
75356,TX
91743,CA
14897,NY
21212,MD
23289,VA
38638,MS
92110,CA
4460,ME
57022,SD
21750,MD
92350,CA
93665,CA
30161,GA
80903,CO
50381,IA
70773,LA
84649,UT
2915,RI
56027,MN
43151,OH
62930,IL
92030,CA
37155,TN
68118,NE
56136,MN
12787,NY
17243,PA
1940,MA
72120,AR
93729,CA
70507,LA
64183,MO
19137,PA
2558,MA
72522,AR
14751,NY
67001,KS
95342,CA
60046,IL
15746,PA
75915,TX
66647,KS
76474,TX
92177,CA
71742,AR
3443,NH
16024,PA
71350,LA
38875,MS
23337,VA
48893,MI
91203,CA
92199,CA
49328,MI
53212,WI
95428,CA
6058,CT
63133,MO
91393,CA
94271,CA
52326,IA
26847,WV
43318,OH
5061,VT
72121,AR
21774,MD
28055,NC
48064,MI
47574,IN
46061,IN
93518,CA
87714,NM
2631,MA
3741,NH
80523,CO
59832,MT
59412,MT
99660,AK
32872,FL
72066,AR
52632,IA
6749,CT
62956,IL
98512,WA
55433,MN
21539,MD
91962,CA
68776,NE
16563,PA
50071,IA
42711,KY
79926,TX
7403,NJ
17739,PA
42755,KY
91521,CA
18216,PA
18661,PA
73729,OK
80649,CO
20301,DC
72722,AR
16620,PA
66869,KS
87832,NM
41568,KY
45167,OH
47964,IN
20220,DC
63961,MO
67149,KS
95212,CA
26502,WV
13034,NY
16436,PA
91104,CA
95842,CA
79830,TX
6781,CT
77435,TX
38477,TN
23909,VA
18332,PA
80511,CO
46371,IN
97535,OR
88550,TX
92251,CA
78659,TX
53952,WI
7014,NJ
30738,GA
91497,CA
44460,OH
33081,FL
25779,WV
49055,MI
93219,CA
54217,WI
29661,SC
53917,WI
42288,KY
79765,TX
34218,FL
68347,NE
99688,AK
26187,WV
62046,IL
82002,WY
54155,WI
8831,NJ
20892,MD
46702,IN
85007,AZ
29378,SC
1199,MA
97740,OR
63113,MO
93220,CA
42602,KY
37405,TN
20536,DC
96035,CA
18001,PA
54661,WI
48754,MI
95191,CA
82716,WY
16863,PA
99578,AK
79913,TX
13140,NY
32703,FL
61749,IL
73155,OK
27923,NC
58573,ND
78561,TX
4438,ME
56373,MN
17945,PA
94527,CA
25862,WV
99752,AK
60121,IL
47732,IN
50038,IA
75561,TX
37325,TN
25696,WV
32781,FL
60128,IL
46967,IN
10549,NY
39059,MS
20636,MD
23709,VA
30502,GA
87060,NM
37088,TN
68317,NE
95131,CA
75240,TX
60636,IL
95140,CA
64633,MO
72348,AR
52803,IA
52241,IA
10583,NY
27830,NC
48762,MI
35452,AL
43931,OH
21133,MD
12572,NY
62991,IL
56120,MN
8618,NJ
54846,WI
53407,WI
95426,CA
68401,NE
76649,TX
14652,NY
43060,OH
23327,VA
13214,NY
84312,UT
49423,MI
95009,CA
80514,CO
95269,CA
56536,MN
61776,IL
31051,GA
56760,MN
28304,NC
75641,TX
30450,GA
82934,WY
61420,IL
24716,WV
43350,OH
17347,PA
70058,LA
46550,IN
71063,LA
97880,OR
58795,ND
84118,UT
38372,TN
72225,AR
65287,MO
35130,AL
17762,PA
25110,WV
53234,WI
91184,CA
59530,MT
75568,TX
49343,MI
98936,WA
76627,TX
18373,PA
41607,KY
75207,TX
3835,NH
87505,NM
58655,ND
4936,ME
47649,IN
6350,CT
46082,IN
4855,ME
33714,FL
57630,SD
1237,MA
63567,MO
71339,LA
49737,MI
55962,MN
76561,TX
62065,IL
12480,NY
64079,MO
32681,FL
42713,KY
53233,WI
28299,NC
44408,OH
29209,SC
20535,DC
44255,OH
18222,PA
97054,OR
33481,FL
63038,MO
73537,OK
60007,IL
58787,ND
7646,NJ
97327,OR
31534,GA
15563,PA
67745,KS
46106,IN
60421,IL
56666,MN
97214,OR
50517,IA
49588,MI
75660,TX
81089,CO
64064,MO
46971,IN
36015,AL
68178,NE
50548,IA
91762,CA
80027,CO
21273,MD
5652,VT
58545,ND
98266,WA
18934,PA
56431,MN
57436,SD
66451,KS
61067,IL
94533,CA
66429,KS
46201,IN
96150,CA
95365,CA
53274,WI
8212,NJ
65215,MO
29471,SC
43697,OH
97148,OR
30033,GA
45362,OH
20755,MD
49333,MI
56481,MN
31650,GA
2199,MA
30521,GA
77501,TX
2104,MA
12172,NY
73746,OK
22623,VA
50258,IA
18625,PA
78631,TX
79521,TX
83617,ID
62761,IL
38944,MS
53225,WI
28903,NC
14786,NY
27628,NC
98816,WA
24092,VA
46780,IN
37818,TN
34653,FL
2150,MA
71951,AR
5042,VT
2634,MA
91385,CA
77047,TX
50511,IA
88049,NM
36695,AL
55570,MN
94901,CA
95501,CA
7901,NJ
45680,OH
70128,LA
38949,MS
8027,NJ
36331,AL
24859,WV
54901,WI
23502,VA
63109,MO
78612,TX
1338,MA
73625,OK
11769,NY
6144,CT
68870,NE
95925,CA
45671,OH
2332,MA
50448,IA
98027,WA
91356,CA
30273,GA
57103,SD
29729,SC
16123,PA
30067,GA
85626,AZ
93384,CA
48747,MI
37174,TN
68812,NE
98853,WA
25063,WV
49357,MI
61911,IL
60964,IL
17375,PA
64683,MO
28512,NC
58736,ND
25902,WV
56519,MN
84007,UT
68866,NE
95741,CA
85344,AZ
15545,PA
48613,MI
78504,TX
73043,OK
95454,CA
88242,NM
92357,CA
77038,TX
19344,PA
95356,CA
26631,WV
32901,FL
20071,DC
83212,ID
29418,SC
31901,GA
88416,NM
52750,IA
28539,NC
94602,CA
30162,GA
30633,GA
5748,VT
28503,NC
15540,PA
48387,MI
14557,NY
2187,MA
29015,SC
85236,AZ
10203,NY
8857,NJ
75008,TX
75450,TX
6813,CT
56456,MN
93541,CA
94913,CA
30451,GA
28623,NC
13054,NY
33547,FL
24476,VA
68409,NE
37205,TN
91046,CA
93772,CA
98388,WA
77327,TX
77701,TX
98037,WA
78772,TX
50274,IA
33540,FL
67835,KS
46615,IN
45776,OH
47558,IN
22243,VA
95369,CA
21215,MD
23328,VA
36460,AL
73432,OK
55797,MN
28501,NC
45352,OH
4431,ME
72319,AR
36054,AL
59050,MT
16242,PA
21660,MD
7442,NJ
65058,MO
49288,MI
79413,TX
88571,TX
6090,CT
37680,TN
67103,KS
29117,SC
50477,IA
99219,WA
44681,OH
81215,CO
75016,TX
41260,KY
10031,NY
33121,FL
68818,NE
26306,WV
48769,MI
68666,NE
68341,NE
49807,MI
12194,NY
33614,FL
46170,IN
20158,VA
92845,CA
25428,WV
47853,IN
32187,FL
38388,TN
44672,OH
41012,KY
99599,AK
68621,NE
33975,FL
77657,TX
54969,WI
61543,IL
44901,OH
8252,NJ
83643,ID
33143,FL
95466,CA
15741,PA
54014,WI
20812,MD
63942,MO
64146,MO
75689,TX
99163,WA
77209,TX
14105,NY
44813,OH
97053,OR
47556,IN
70184,LA
60155,IL
76435,TX
79313,TX
93519,CA
45025,OH
1863,MA
10537,NY
28371,NC
14065,NY
48559,MI
64776,MO
2808,RI
66736,KS
10154,NY
12439,NY
50250,IA
7465,NJ
43733,OH
24974,WV
73196,OK
49619,MI
80929,CO
19961,DE
70593,LA
55423,MN
78236,TX
33905,FL
29229,SC
53158,WI
84726,UT
24539,VA
23691,VA
11703,NY
49601,MI
44608,OH
27217,NC
15957,PA
76547,TX
80468,CO
33810,FL
46528,IN
27101,NC
12241,NY
89423,NV
52342,IA
46172,IN
30250,GA
41254,KY
24043,VA
91911,CA
36046,AL
53557,WI
99520,AK
46660,IN
33416,FL
6481,CT
12565,NY
21128,MD
37096,TN
10912,NY
38080,TN
38644,MS
51331,IA
76664,TX
99030,WA
57031,SD
58243,ND
75081,TX
57030,SD
14586,NY
12872,NY
19355,PA
12915,NY
80303,CO
66933,KS
25401,WV
95703,CA
33883,FL
29617,SC
21045,MD
81044,CO
16627,PA
77807,TX
85232,AZ
99017,WA
70443,LA
15611,PA
56220,MN
4464,ME
10983,NY
54542,WI
45150,OH
70704,LA
6150,CT
95141,CA
31825,GA
33756,FL
85375,AZ
29695,SC
23523,VA
76206,TX
49848,MI
49053,MI
21875,MD
85072,AZ
72385,AR
60409,IL
75709,TX
30412,GA
30237,GA
39173,MS
18014,PA
61053,IL
34639,FL
33062,FL
53529,WI
63621,MO
71475,LA
19360,PA
47512,IN
33166,FL
32239,FL
89103,NV
83452,ID
7036,NJ
20212,DC
46765,IN
83401,ID
16063,PA
33410,FL
54175,WI
83616,ID
46211,IN
97443,OR
38902,MS
39111,MS
71958,AR
52220,IA
98012,WA
59034,MT
28280,NC
22528,VA
94040,CA
95552,CA
60514,IL
70548,LA
27880,NC
97222,OR
70446,LA
94518,CA
33807,FL
12522,NY
36256,AL
88024,NM
25111,WV
95417,CA
2817,RI
95470,CA
36722,AL
92114,CA
59751,MT
72131,AR
10106,NY
54215,WI
62330,IL
80453,CO
49642,MI
87315,NM
63901,MO
21044,MD
84127,UT
16342,PA
15130,PA
2742,MA
3063,NH
28607,NC
55718,MN
23226,VA
92833,CA
58758,ND
49309,MI
17360,PA
3103,NH
18210,PA
37604,TN
35176,AL
5441,VT
24936,WV
29138,SC
30157,GA
39429,MS
15415,PA
27909,NC
4008,ME
76871,TX
83805,ID
29424,SC
15353,PA
89451,NV
80210,CO
31106,GA
24538,VA
93447,CA
27563,NC
17106,PA
42728,KY
99583,AK
36858,AL
77024,TX
30548,GA
30814,GA
93456,CA
29307,SC
85643,AZ
30043,GA
22060,VA
80021,CO
57563,SD
11238,NY
61544,IL
23693,VA
62556,IL
17938,PA
56750,MN
20132,VA
6032,CT
92707,CA
45351,OH
14144,NY
81057,CO
70124,LA
15110,PA
49330,MI
67751,KS
38042,TN
25612,WV
32326,FL
52753,IA
56073,MN
42221,KY
91739,CA
17859,PA
31750,GA
60970,IL
95202,CA
87029,NM
20460,DC
99680,AK
26720,WV
26601,WV
69161,NE
77977,TX
51401,IA
68339,NE
75963,TX
20790,MD
78355,TX
40442,KY
27906,NC
56046,MN
77070,TX
67026,KS
48040,MI
26570,WV
75038,TX
21797,MD
33595,FL
47902,IN
33497,FL
94144,CA
28772,NC
32956,FL
85545,AZ
63370,MO
78012,TX
8501,NJ
33173,FL
67401,KS
28771,NC
8871,NJ
68958,NE
19073,PA
79982,TX
24203,VA
47990,IN
5088,VT
20194,VA
7976,NJ
11369,NY
48616,MI
72347,AR
12498,NY
95481,CA
72129,AR
53176,WI
77836,TX
34748,FL
79227,TX
18439,PA
62916,IL
60177,IL
17948,PA
20447,DC
61552,IL
71218,LA
77234,TX
50642,IA
56344,MN
44212,OH
99173,WA
20738,MD
88029,NM
59434,MT
1075,MA
42259,KY
59345,MT
10110,NY
51579,IA
60694,IL
7946,NJ
32207,FL
18615,PA
98561,WA
47330,IN
54403,WI
93651,CA
42021,KY
44816,OH
71027,LA
34108,FL
14542,NY
57334,SD
60526,IL
57042,SD
46301,IN
40516,KY
19116,PA
29342,SC
34787,FL
73726,OK
78379,TX
30621,GA
75099,TX
68956,NE
29568,SC
55810,MN
85067,AZ
12054,NY
60567,IL
12853,NY
72157,AR
91617,CA
90408,CA
28590,NC
96087,CA
2645,MA
37383,TN
39662,MS
14854,NY
12974,NY
36204,AL
83349,ID
60038,IL
49622,MI
96810,HI
55752,MN
37414,TN
75252,TX
24737,WV
50021,IA
8603,NJ
45624,OH
33849,FL
22336,VA
25035,WV
17055,PA
76684,TX
20019,DC
67502,KS
94509,CA
86515,AZ
29415,SC
98664,WA
55587,MN
4348,ME
40481,KY
78962,TX
40981,KY
56629,MN
21709,MD
95976,CA
79563,TX
95106,CA
33612,FL
34758,FL
17960,PA
61335,IL
33054,FL
54211,WI
57651,SD
21635,MD
25149,WV
97409,OR
54723,WI
36255,AL
27427,NC
8828,NJ
34222,FL
85256,AZ
72137,AR
81148,CO
3240,NH
51105,IA
92040,CA
67155,KS
53278,WI
84339,UT
68838,NE
70519,LA
25646,WV
98407,WA
55560,MN
92236,CA
25243,WV
33197,FL
63351,MO
17844,PA
11358,NY
4042,ME
95963,CA
34478,FL
1364,MA
8801,NJ
30154,GA
86437,AZ
15662,PA
87199,NM
93385,CA
84660,UT
25678,WV
64068,MO
42217,KY
97751,OR
23412,VA
5201,VT
57772,SD
62769,IL
13468,NY
55779,MN
4984,ME
29465,SC
24458,VA
95929,CA
13740,NY
64636,MO
28208,NC
33151,FL
31546,GA
93201,CA
5054,VT
66090,KS
32328,FL
16254,PA
51593,IA
40068,KY
90018,CA
75032,TX
6602,CT
76014,TX
22902,VA
57462,SD
98103,WA
12139,NY
29210,SC
4666,ME
62629,IL
73659,OK
27981,NC
8314,NJ
23114,VA
24651,VA
94268,CA
37409,TN
44133,OH
3225,NH
45887,OH
68003,NE
53595,WI
72936,AR
8360,NJ
2671,MA
18211,PA
37128,TN
97737,OR
50240,IA
15342,PA
56353,MN
4780,ME
31139,GA
25062,WV
70127,LA
13749,NY
49234,MI
67879,KS
27244,NC
5665,VT
84142,UT
73645,OK
14649,NY
97462,OR
5744,VT
80024,CO
48203,MI
55988,MN
56368,MN
25810,WV
2647,MA
16693,PA
30366,GA
2333,MA
29128,SC
67737,KS
15258,PA
3243,NH
68429,NE
92403,CA
30298,GA
95338,CA
10587,NY
22199,VA
44620,OH
24862,WV
11370,NY
71675,AR
46346,IN
13835,NY
8750,NJ
71151,LA
91801,CA
80102,CO
96816,HI
32062,FL
95139,CA
25330,WV
84123,UT
60455,IL
92276,CA
55578,MN
19015,PA
74521,OK
62244,IL
17084,PA
16659,PA
32799,FL
70380,LA
5851,VT
22903,VA
67464,KS
85053,AZ
62360,IL
85363,AZ
16441,PA
70744,LA
29689,SC
27429,NC
66942,KS
28642,NC
13634,NY
77496,TX
1770,MA
92283,CA
76453,TX
32778,FL
99656,AK
67654,KS
16256,PA
58542,ND
59703,MT
38157,TN
63839,MO
67020,KS
72918,AR
16259,PA
8558,NJ
1888,MA
18702,PA
90808,CA
52653,IA
11965,NY
39530,MS
1840,MA
46050,IN
91386,CA
57239,SD
54612,WI
32827,FL
92618,CA
35560,AL
56303,MN
54562,WI
13633,NY
55436,MN
30220,GA
35620,AL
63957,MO
80726,CO
10550,NY
72355,AR
30320,GA
77504,TX
43935,OH
1118,MA
98662,WA
56511,MN
64164,MO
17032,PA
95361,CA
51440,IA
24055,VA
50940,IA
51558,IA
66220,KS
38589,TN
18923,PA
26298,WV
49060,MI
43537,OH
1471,MA
24059,VA
54447,WI
60683,IL
65617,MO
68417,NE
37928,TN
47322,IN
50248,IA
67058,KS
83876,ID
68845,NE
16255,PA
37051,TN
60644,IL
25778,WV
45347,OH
49720,MI
72776,AR
49696,MI
24831,WV
15934,PA
24003,VA
99589,AK
7935,NJ
52407,IA
24314,VA
65746,MO
62466,IL
87740,NM
35287,AL
93118,CA
17728,PA
12934,NY
37645,TN
21723,MD
64196,MO
45710,OH
4021,ME
82523,WY
93741,CA
12417,NY
84165,UT
55781,MN
6401,CT
75283,TX
54442,WI
80016,CO
8311,NJ
44260,OH
83648,ID
85365,AZ
71613,AR
76102,TX
29928,SC
16827,PA
70520,LA
53179,WI
4852,ME
48413,MI
36051,AL
79504,TX
83119,WY
67216,KS
17073,PA
16250,PA
45258,OH
25755,WV
39283,MS
28711,NC
10119,NY
64063,MO
80130,CO
48820,MI
53701,WI
95138,CA
91752,CA
29292,SC
64080,MO
34982,FL
19710,DE
19904,DE
71284,LA
63875,MO
78010,TX
11757,NY
35071,AL
73119,OK
72072,AR
95815,CA
48859,MI
49426,MI
78102,TX
7748,NJ
28244,NC
70582,LA
93150,CA
44431,OH
38310,TN
32513,FL
5669,VT
10280,NY
92356,CA
84184,UT
24104,VA
95915,CA
68101,NE
58348,ND
6380,CT
43218,OH
89496,NV
53542,WI
24597,VA
84667,UT
59332,MT
8720,NJ
58372,ND
16260,PA
78205,TX
20623,MD
71456,LA
62893,IL
24133,VA
12886,NY
65626,MO
72949,AR
42715,KY
97122,OR
4415,ME
8527,NJ
67351,KS
33231,FL
32795,FL
68377,NE
82642,WY
7765,NJ
56687,MN
4935,ME
49817,MI
62844,IL
67019,KS
77866,TX
14021,NY
29042,SC
19975,DE
71461,LA
72638,AR
88345,NM
30018,GA
71222,LA
39098,MS
97336,OR
15907,PA
59844,MT
65680,MO
33243,FL
62563,IL
25777,WV
88267,NM
33056,FL
94294,CA
19072,PA
21204,MD
75461,TX
89408,NV
88519,TX
50242,IA
95549,CA
32912,FL
73730,OK
19058,PA
50501,IA
90031,CA
19505,PA
40452,KY
49774,MI
75443,TX
52155,IA
54501,WI
77474,TX
15860,PA
41339,KY
98039,WA
22152,VA
50439,IA
24884,WV
33164,FL
38139,TN
13626,NY
28227,NC
91320,CA
15340,PA
88102,NM
38320,TN
5041,VT
10551,NY
41149,KY
84323,UT
86427,AZ
60209,IL
59824,MT
22741,VA
88316,NM
96705,HI
66952,KS
72560,AR
71749,AR
36609,AL
29816,SC
71429,LA
70004,LA
23302,VA
20120,VA
98590,WA
19183,PA
42567,KY
89060,NV
44416,OH
99755,AK
2559,MA
72553,AR
25624,WV
66283,KS
59441,MT
32967,FL
7538,NJ
97730,OR
92316,CA
24201,VA
56736,MN
28757,NC
33014,FL
75962,TX
52751,IA
98339,WA
17976,PA
38340,TN
22315,VA
48653,MI
55595,MN
28904,NC
68836,NE
12765,NY
37317,TN
58369,ND
52149,IA
20002,DC
85542,AZ
46283,IN
35294,AL
55171,MN
42219,KY
40843,KY
31522,GA
94563,CA
23873,VA
7107,NJ
87557,NM
92647,CA
24120,VA
32547,FL
81050,CO
25857,WV
77661,TX
7848,NJ
16417,PA
40078,KY
73446,OK
92624,CA
48650,MI
64744,MO
68501,NE
75798,TX
41746,KY
53147,WI
37717,TN
2212,MA
15215,PA
52078,IA
10953,NY
81074,CO
26334,WV
14627,NY
69353,NE
84158,UT
16116,PA
60152,IL
17941,PA
18764,PA
48045,MI
85671,AZ
29543,SC
56142,MN
7457,NJ
35573,AL
4750,ME
33177,FL
35211,AL
65042,MO
29596,SC
11430,NY
12117,NY
56225,MN
44057,OH
35462,AL
63197,MO
96013,CA
62814,IL
91210,CA
91129,CA
73425,OK
39483,MS
15956,PA
74942,OK
30501,GA
85008,AZ
49082,MI
3033,NH
82638,WY
55552,MN
32759,FL
12577,NY
49434,MI
98827,WA
75088,TX
25644,WV
61820,IL
37917,TN
50510,IA
36370,AL
30473,GA
15332,PA
72064,AR
54023,WI
65759,MO
10507,NY
4853,ME
39443,MS
47722,IN
66716,KS
2801,RI
33660,FL
48308,MI
58278,ND
23018,VA
45353,OH
70654,LA
55333,MN
66439,KS
32798,FL
21158,MD
93624,CA
74802,OK
43402,OH
13762,NY
37845,TN
13825,NY
21903,MD
6540,CT
31412,GA
49099,MI
94595,CA
63622,MO
37642,TN
92649,CA
45679,OH
45630,OH
78829,TX
58552,ND
40217,KY
28393,NC
48620,MI
42202,KY
13684,NY
99117,WA
80650,CO
30733,GA
63841,MO
40810,KY
94110,CA
12210,NY
47832,IN
38450,TN
91189,CA
98323,WA
50101,IA
12442,NY
68654,NE
65059,MO
20559,DC
38677,MS
29429,SC
39479,MS
92339,CA
71851,AR
97056,OR
5862,VT
55419,MN
29657,SC
94599,CA
64017,MO
98568,WA
54618,WI
12837,NY
22015,VA
13473,NY
61628,IL
31642,GA
11942,NY
7981,NJ
75606,TX
94103,CA
32085,FL
93923,CA
78539,TX
57626,SD
65714,MO
20604,MD
53726,WI
45299,OH
63436,MO
61424,IL
88532,TX
37722,TN
28479,NC
83552,ID
23968,VA
10518,NY
57366,SD
52036,IA
63936,MO
2208,MA
54739,WI
93715,CA
85653,AZ
58065,ND
7763,NJ
93428,CA
44614,OH
95160,CA
47243,IN
94302,CA
3469,NH
31836,GA
62451,IL
88588,TX
79739,TX
29831,SC
58460,ND
34231,FL
37347,TN
7203,NJ
71443,LA
68713,NE
80473,CO
94543,CA
79835,TX
1607,MA
39666,MS
36779,AL
31909,GA
68815,NE
54439,WI
92096,CA
54415,WI
7416,NJ
15754,PA
36511,AL
56331,MN
94041,CA
80481,CO
34951,FL
28815,NC
93252,CA
28572,NC
22471,VA
66046,KS
10274,NY
7112,NJ
88062,NM
38543,TN
66712,KS
4777,ME
72830,AR
90623,CA
77355,TX
67492,KS
99850,AK
77353,TX
77339,TX
36741,AL
62047,IL
98637,WA
87554,NM
19893,DE
85942,AZ
85536,AZ
39044,MS
18353,PA
84029,UT
51344,IA
23072,VA
91390,CA
14622,NY
31145,GA
75630,TX
11690,NY
98271,WA
31327,GA
24248,VA
25811,WV
41080,KY
87736,NM
38339,TN
24468,VA
29324,SC
42741,KY
13092,NY
37165,TN
55479,MN
85361,AZ
33112,FL
86313,AZ
36831,AL
68465,NE
47944,IN
27856,NC
94623,CA
32168,FL
80804,CO
18324,PA
15222,PA
77371,TX
56684,MN
31006,GA
13345,NY
91802,CA
93666,CA
48430,MI
23345,VA
30088,GA
30257,GA
60071,IL
97050,OR
75835,TX
66416,KS
57428,SD
14467,NY
18514,PA
84151,UT
30999,GA
53061,WI
48761,MI
62524,IL
50450,IA
3875,NH
7050,NJ
28349,NC
54220,WI
66634,KS
8043,NJ
56278,MN
35773,AL
60918,IL
46783,IN
94142,CA
87052,NM
30603,GA
14653,NY
53405,WI
45644,OH
24901,WV
16616,PA
94309,CA
13367,NY
64431,MO
19492,PA
86040,AZ
59252,MT
31156,GA
60130,IL
37870,TN
55020,MN
24501,VA
93250,CA
10282,NY
81125,CO
62661,IL
14054,NY
41730,KY
56601,MN
55785,MN
13760,NY
10527,NY
53157,WI
95441,CA
4922,ME
13788,NY
54941,WI
53074,WI
57374,SD
73092,OK
65779,MO
74031,OK
84638,UT
22507,VA
62237,IL
12516,NY
14894,NY
39404,MS
54165,WI
20667,MD
37866,TN
98132,WA
17831,PA
92134,CA
51103,IA
19013,PA
15868,PA
30111,GA
85541,AZ
67627,KS
33622,FL
15419,PA
32764,FL
41727,KY
46506,IN
56152,MN
74821,OK
63801,MO
44222,OH
72142,AR
30452,GA
24325,VA
36023,AL
61778,IL
74171,OK
5675,VT
22714,VA
32235,FL
95903,CA
24836,WV
32648,FL
5838,VT
85652,AZ
8055,NJ
80728,CO
19112,PA
20042,DC
54773,WI
61545,IL
80202,CO
42265,KY
34251,FL
67008,KS
48817,MI
6334,CT
51346,IA
72017,AR
48350,MI
6156,CT
1505,MA
73772,OK
85307,AZ
92128,CA
65704,MO
77078,TX
28584,NC
53056,WI
22476,VA
16532,PA
61490,IL
36749,AL
33162,FL
48661,MI
85630,AZ
75551,TX
75851,TX
34287,FL
97344,OR
97335,OR
61817,IL
92106,CA
55083,MN
94801,CA
29125,SC
14205,NY
16114,PA
3465,NH
83644,ID
10466,NY
49032,MI
58121,ND
60113,IL
56542,MN
44322,OH
66062,KS
51358,IA
32439,FL
45039,OH
68760,NE
61260,IL
35480,AL
56356,MN
70644,LA
78744,TX
4776,ME
4743,ME
83444,ID
48219,MI
94523,CA
74849,OK
47885,IN
47561,IN
71165,LA
66862,KS
92182,CA
24505,VA
71340,LA
44104,OH
10989,NY
92412,CA
18068,PA
37771,TN
66549,KS
36523,AL
98061,WA
71945,AR
99840,AK
84189,UT
88401,NM
42087,KY
60477,IL
12594,NY
41602,KY
81047,CO
16022,PA
12067,NY
92375,CA
30909,GA
75166,TX
48130,MI
23875,VA
3241,NH
31203,GA
26167,WV
58014,ND
98650,WA
98385,WA
44689,OH
31547,GA
19006,PA
48891,MI
50233,IA
16120,PA
78627,TX
77256,TX
39564,MS
97417,OR
60186,IL
18925,PA
68823,NE
35062,AL
25926,WV
20610,MD
89433,NV
79181,TX
88543,TX
99139,WA
35011,AL
25621,WV
49967,MI
88437,NM
63028,MO
27852,NC
77448,TX
76949,TX
40231,KY
19144,PA
8099,NJ
16670,PA
47458,IN
95137,CA
43570,OH
29809,SC
32718,FL
72141,AR
73403,OK
19557,PA
49026,MI
75106,TX
89033,NV
50625,IA
36505,AL
94546,CA
62681,IL
57559,SD
20036,DC
13491,NY
46155,IN
54454,WI
30149,GA
62081,IL
57529,SD
95969,CA
54557,WI
85648,AZ
23086,VA
40743,KY
95625,CA
37643,TN
50703,IA
77901,TX
94299,CA
44087,OH
85213,AZ
43462,OH
38625,MS
28603,NC
92802,CA
4417,ME
29325,SC
89319,NV
21210,MD
75057,TX
68947,NE
12456,NY
